type	id	chrom	strand	Up-stream Exon	Cassette Exon	Down-stream Exon	4th Exon	Transcrtip IDs	Region
CAS	chr3:-:CGGBP1:CAS:0	chr3	-	88107169:88107373	88106341:88106442	88101100:88105149	N/A	NM_001195308,NM_001008390;NM_003663,NM_001008390	chr3:88101100-88107373
CAS	chr3:-:CHCHD4:CAS:0	chr3	-	14166155:14166371	14163417:14163586	14157926:14158024	N/A	NM_001098502,NM_144636	chr3:14157926-14166371
CAS	chr3:+:CHMP2B:CAS:0	chr3	+	87276413:87276706	87289849:87289940	87294864:87295058	N/A	NM_001244644,NM_014043	chr3:87276413-87295058
CAS	chr3:-:CIDEC:CAS:0	chr3	-	9918750:9918903	9912129:9912158	9911848:9912006	N/A	NM_001199552,NM_001199551;NM_001199623,NM_001199551;NM_022094,NM_001199551	chr3:9911848-9918903
CAS	chr3:-:CISH:CAS:0	chr3	-	50649062:50649262	50647804:50647960	50645804:50646024	N/A	NM_145071,NM_013324	chr3:50645804-50649262
CAS	chr3:-:CLASP2:CAS:0	chr3	-	33617661:33617767	33615965:33615988	33614602:33614846	N/A	NM_001207044,NM_015097	chr3:33614602-33617767
CAS	chr3:-:CLASP2:CAS:1	chr3	-	33623313:33623420	33618694:33618756	33617661:33617767	N/A	NM_015097,NM_001207044	chr3:33617661-33623420
CAS	chr3:-:CLCN2:CAS:0	chr3	-	184069801:184069905	184064723:184064809	184063973:184064588	N/A	NM_001171089,NM_001171087;NM_001171089,NM_001171088;NM_001171089,NM_004366	chr3:184063973-184069905
CAS	chr3:-:CLCN2:CAS:1	chr3	-	184076763:184076919	184076470:184076601	184075970:184076098	N/A	NM_001171088,NM_001171087;NM_001171088,NM_001171089;NM_001171088,NM_004366	chr3:184075970-184076919
CAS	chr3:+:CMTM7:CAS:0	chr3	+	32483332:32483505	32490946:32491044	32493884:32493965	N/A	NM_181472,NM_138410	chr3:32483332-32493965
CAS	chr3:+:CNOT10:CAS:0	chr3	+	32745360:32745454	32746303:32746464	32750162:32750312	N/A	NR_046352,NM_001256741;NR_046352,NM_001256742;NR_046352,NM_015442	chr3:32745360-32750312
CAS	chr3:+:CNOT10:CAS:1	chr3	+	32776292:32776468	32778902:32778982	32800950:32801063	N/A	NM_001256741,NM_001256742;NM_001256741,NM_015442;NR_046352,NM_001256742;NR_046352,NM_015442	chr3:32776292-32801063
CAS	chr3:+:COL8A1:CAS:0	chr3	+	99357440:99357508	99394504:99394565	99463741:99463865	N/A	NM_020351,NM_001850	chr3:99357440-99463865
CAS	chr3:-:COLQ:CAS:0	chr3	-	15531032:15531144	15529713:15529814	15520845:15520889	N/A	NM_080539,NM_005677;NM_080539,NM_080538	chr3:15520845-15531144
CAS	chr3:-:CP:CAS:0	chr3	-	148905839:148905989	148904307:148904519	148903026:148903233	N/A	NR_046371,NM_000096	chr3:148903026-148905989
CAS	chr3:+:CRELD1:CAS:0	chr3	+	9985065:9985199	9985586:9985779	9986049:9987097	N/A	NM_001077415,NM_001031717;NM_015513,NM_001031717	chr3:9985065-9987097
CAS	chr3:+:CTDSPL:CAS:0	chr3	+	37988548:37988702	37998602:37998634	38006062:38006163	N/A	NM_005808,NM_001008392	chr3:37988548-38006163
CAS	chr3:-:DCP1A:CAS:0	chr3	-	53346271:53346409	53338207:53338320	53326099:53326857	N/A	NM_001290204,NM_001290205;NM_001290204,NM_001290206;NM_001290204,NM_018403;NM_001290207,NM_001290205;NM_001290207,NM_001290206;NM_001290207,NM_018403	chr3:53326099-53346409
CAS	chr3:-:DGKG:CAS:0	chr3	-	185979488:185979567	185978228:185978302	185975643:185975728	N/A	NM_001080744,NM_001080745;NM_001080744,NM_001346	chr3:185975643-185979567
CAS	chr3:-:DGKG:CAS:1	chr3	-	185990044:185990132	185986590:185986706	185985474:185985566	N/A	NM_001080745,NM_001080744;NM_001080745,NM_001346	chr3:185985474-185990132
CAS	chr3:+:DLEC1:CAS:0	chr3	+	38163119:38163272	38163562:38163685	38163780:38164228	N/A	NM_007337,NM_007335	chr3:38163119-38164228
CAS	chr3:-:DLG1:CAS:0	chr3	-	196796090:196796131	196795373:196795408	196793575:196793625	N/A	NM_001098424,NM_001204387;NM_001204386,NM_001204387;NM_001204388,NM_001204387;NM_001290983,NM_001204387;NM_004087,NM_001204387	chr3:196793575-196796131
CAS	chr3:-:DNASE1L3:CAS:0	chr3	-	58193945:58194033	58191198:58191287	58190496:58190608	N/A	NM_001256560,NM_004944	chr3:58190496-58194033
CAS	chr3:-:DPH3:CAS:0	chr3	-	16306276:16306496	16305662:16305736	16298568:16302336	N/A	NM_001047434,NM_206831	chr3:16298568-16306496
CAS	chr3:+:ECT2:CAS:0	chr3	+	172468475:172468647	172469940:172470262	172472299:172472450	N/A	NM_001258315,NM_001258316;NM_018098,NM_001258316	chr3:172468475-172472450
CAS	chr3:+:ECT2:CAS:1	chr3	+	172473085:172473164	172473273:172473365	172474773:172474955	N/A	NM_001258316,NM_001258315;NM_018098,NM_001258315	chr3:172473085-172474955
CAS	chr3:+:EXOG:CAS:0	chr3	+	38537763:38538021	38539120:38539269	38542846:38542985	N/A	NM_001145464,NM_005107	chr3:38537763-38542985
CAS	chr3:+:FBLN2:CAS:0	chr3	+	13661230:13661331	13663275:13663415	13667945:13668079	N/A	NM_001998,NM_001004019;NM_001998,NM_001165035	chr3:13661230-13668079
CAS	chr3:+:FBXW12:CAS:0	chr3	+	48416844:48416962	48419807:48420016	48420890:48421048	N/A	NM_001159927,NM_001159929;NM_001159927,NM_207102	chr3:48416844-48421048
CAS	chr3:+:FLNB:CAS:0	chr3	+	58116468:58116635	58117654:58117746	58118535:58118658	N/A	NM_001164318,NM_001164317;NM_001164319,NM_001164317;NM_001457,NM_001164317	chr3:58116468-58118658
CAS	chr3:+:FXR1:CAS:0	chr3	+	180630234:180630524	180632440:180632783	180651122:180651174	N/A	NM_001013438,NM_001013439;NM_005087,NM_001013439	chr3:180630234-180651174
CAS	chr3:+:FXR1:CAS:1	chr3	+	180687946:180688146	180693101:180693192	180693910:180700539	N/A	NM_001013438,NM_001013439;NM_001013438,NM_005087	chr3:180687946-180700539
CAS	chr3:+:GAP43:CAS:0	chr3	+	115342151:115342566	115382368:115382763	115394860:115395457	N/A	NM_002045,NM_001130064	chr3:115342151-115395457
CAS	chr3:-:GK5:CAS:0	chr3	-	141904771:141904831	141903553:141904635	141901765:141901891	N/A	NM_001039547,NR_033289	chr3:141901765-141904831
CAS	chr3:-:GLB1:CAS:0	chr3	-	33106955:33107049	33099581:33099761	33094983:33095041	N/A	NM_001135602,NM_000404;NM_001135602,NM_001079811	chr3:33094983-33107049
CAS	chr3:+:GLYCTK:CAS:0	chr3	+	52321836:52321892	52324320:52324735	52324976:52325127	N/A	NR_026700,NM_001144951;NR_026700,NM_145262;NR_026700,NR_026699;NR_026700,NR_026701;NR_026700,NR_026702	chr3:52321836-52325127
CAS	chr3:+:GOLGA4:CAS:0	chr3	+	37292886:37292975	37315027:37315092	37323449:37323763	N/A	NM_002078,NM_001172713	chr3:37292886-37323763
CAS	chr3:+:GOLGA4:CAS:1	chr3	+	37376544:37376657	37378634:37378654	37379157:37379225	N/A	NM_001172713,NM_002078	chr3:37376544-37379225
CAS	chr3:+:GOLGA4:CAS:2	chr3	+	37396592:37396678	37402734:37402796	37407571:37408370	N/A	NM_001172713,NM_002078	chr3:37396592-37408370
CAS	chr3:+:GRM7:CAS:0	chr3	+	7721736:7721982	7728044:7728135	7782044:7783218	N/A	NM_000844,NM_181874	chr3:7721736-7783218
CAS	chr3:-:GSK3B:CAS:0	chr3	-	119595260:119595355	119585437:119585475	119582266:119582452	N/A	NM_001146156,NM_002093	chr3:119582266-119595355
CAS	chr3:+:GTPBP8:CAS:0	chr3	+	112709800:112710182	112711873:112711971	112713982:112714112	N/A	NM_138485,NM_014170	chr3:112709800-112714112
CAS	chr3:-:HACL1:CAS:0	chr3	-	15614666:15614749	15613175:15613276	15609939:15610093	N/A	NM_001284415,NM_001284413;NM_001284415,NM_001284416;NM_001284415,NM_012260;NM_001284415,NR_104315	chr3:15609939-15614749
CAS	chr3:-:HACL1:CAS:1	chr3	-	15621417:15621552	15616484:15616589	15614666:15614749	N/A	NR_104315,NM_001284413;NR_104315,NM_001284415;NR_104315,NM_001284416;NR_104315,NM_012260	chr3:15614666-15621552
CAS	chr3:-:HCLS1:CAS:0	chr3	-	121361774:121361828	121355993:121356103	121355281:121355336	N/A	NM_001292041,NM_005335	chr3:121355281-121361828
CAS	chr3:+:HHLA2:CAS:0	chr3	+	108081189:108081293	108094597:108094647	108095340:108095404	N/A	NM_001282558,NM_001282556;NM_001282558,NM_001282557;NM_001282558,NM_001282559;NM_001282558,NM_007072	chr3:108081189-108095404
CAS	chr3:-:HYAL2:CAS:0	chr3	-	50360084:50360281	50358797:50359204	50357000:50357966	N/A	NM_003773,NM_033158	chr3:50357000-50360281
CAS	chr3:+:IFT122:CAS:0	chr3	+	129183478:129183624	129185733:129185909	129188185:129188260	N/A	NM_001280541,NM_001280545;NM_001280541,NM_052985;NM_001280541,NM_052989;NM_001280546,NM_001280545;NM_001280546,NM_052985;NM_001280546,NM_052989;NM_018262,NM_001280545;NM_018262,NM_052985;NM_018262,NM_052989;NM_052990,NM_001280545;NM_052990,NM_052985;NM_052990,NM_052989	chr3:129183478-129188260
CAS	chr3:-:IGF2BP2:CAS:0	chr3	-	185393084:185393219	185390329:185390457	185376129:185376197	N/A	NM_001007225,NM_001291869;NM_001007225,NM_001291872;NM_001007225,NM_001291873;NM_001007225,NM_001291875;NM_001007225,NM_006548;NM_001291874,NM_001291869;NM_001291874,NM_001291872;NM_001291874,NM_001291873;NM_001291874,NM_001291875;NM_001291874,NM_006548	chr3:185376129-185393219
CAS	chr3:+:IL17RC:CAS:0	chr3	+	9969989:9970170	9970264:9970314	9971536:9971581	N/A	NM_001203264,NM_001203263;NM_001203264,NM_032732;NM_001203264,NM_153460;NM_001203264,NM_153461;NM_001203264,NR_037807;NM_001203265,NM_001203263;NM_001203265,NM_032732;NM_001203265,NM_153460;NM_001203265,NM_153461;NM_001203265,NR_037807	chr3:9969989-9971581
CAS	chr3:+:IL17RC:CAS:1	chr3	+	9974292:9974387	9974504:9974542	9974637:9975305	N/A	NM_001203263,NM_001203265;NM_001203263,NM_032732;NM_001203263,NM_153460;NM_001203263,NM_153461;NM_001203263,NR_037807;NM_001203264,NM_001203265;NM_001203264,NM_032732;NM_001203264,NM_153460;NM_001203264,NM_153461;NM_001203264,NR_037807	chr3:9974292-9975305
CAS	chr3:-:IL5RA:CAS:0	chr3	-	3150234:3150375	3147152:3147220	3146587:3146671	N/A	NM_001243099,NM_000564;NM_001243099,NM_175724;NM_001243099,NM_175725;NM_175726,NM_000564;NM_175726,NM_175724;NM_175726,NM_175725;NM_175727,NM_000564;NM_175727,NM_175724;NM_175727,NM_175725;NM_175728,NM_000564;NM_175728,NM_175724;NM_175728,NM_175725	chr3:3146587-3150375
CAS	chr3:+:IQCJ-SCHIP1:CAS:0	chr3	+	158963632:158963696	158970516:158970596	158980337:158980472	N/A	NM_001197114,NM_001197113	chr3:158963632-158980472
CAS	chr3:-:ISY1:CAS:0	chr3	-	128859211:128859328	128855974:128856039	128853675:128853797	N/A	NM_020701,NM_001199469	chr3:128853675-128859328
CAS	chr3:-:ITGA9-AS1:CAS:0	chr3	-	37903192:37903271	37892915:37892983	37876170:37876258	N/A	NR_110531,NR_110532	chr3:37876170-37903271
CAS	chr3:+:ITPR1:CAS:0	chr3	+	4693807:4693902	4695526:4695570	4699808:4699962	N/A	NM_001168272,NM_001099952;NM_002222,NM_001099952	chr3:4693807-4699962
CAS	chr3:-:KIAA0226:CAS:0	chr3	-	197427484:197428017	197426058:197426102	197423825:197423920	N/A	NM_014687,NM_001145642	chr3:197423825-197428017
CAS	chr3:-:KIF9:CAS:0	chr3	-	47286281:47286414	47284541:47284735	47282291:47282505	N/A	NM_022342,NM_001134878;NM_022342,NM_182902	chr3:47282291-47286414
CAS	chr3:-:KIF9:CAS:1	chr3	-	47323985:47324337	47323630:47323875	47318772:47318869	N/A	NM_022342,NM_001134878;NM_182902,NM_001134878	chr3:47318772-47324337
CAS	chr3:+:KNG1:CAS:0	chr3	+	186442877:186443049	186445026:186445133	186449334:186449418	N/A	NM_001166451,NM_000893;NM_001166451,NM_001102416	chr3:186442877-186449418
CAS	chr3:-:KPNA1:CAS:0	chr3	-	122180071:122180165	122176573:122176695	122172717:122172848	N/A	NM_002264,NR_026698	chr3:122172717-122180165
CAS	chr3:+:LINC00960:CAS:0	chr3	+	75724915:75725031	75725119:75725279	75727984:75728454	N/A	NR_040005,NR_040004	chr3:75724915-75728454
CAS	chr3:+:LMLN:CAS:0	chr3	+	197726137:197726213	197729886:197729996	197746124:197746256	N/A	NM_033029,NM_001136049;NM_033029,NR_026786;NR_026787,NM_001136049;NR_026787,NR_026786	chr3:197726137-197746256
CAS	chr3:+:LOC101927416:CAS:0	chr3	+	9234177:9234679	9235113:9235174	9235410:9236137	N/A	NR_121664,NR_121663	chr3:9234177-9236137
CAS	chr3:-:LRRC15:CAS:0	chr3	-	194090390:194090472	194084085:194084141	194075976:194081775	N/A	NM_130830,NM_001135057	chr3:194075976-194090472
CAS	chr3:-:LRRC31:CAS:0	chr3	-	169579458:169579601	169578349:169578516	169574493:169574660	N/A	NM_001277128,NM_001277127;NM_001277128,NM_024727	chr3:169574493-169579601
CAS	chr3:-:LRRC34:CAS:0	chr3	-	169521841:169521969	169518447:169518542	169514533:169514687	N/A	NM_153353,NM_001172779;NM_153353,NM_001172780	chr3:169514533-169521969
CAS	chr3:-:LRRFIP2:CAS:0	chr3	-	37136283:37136399	37132958:37133029	37125127:37125297	N/A	NM_001282691,NM_001134369;NM_001282691,NM_006309;NM_017724,NM_001134369;NM_017724,NM_006309	chr3:37125127-37136399
CAS	chr3:-:LZTFL1:CAS:0	chr3	-	45869931:45870107	45868848:45868951	45864810:45867824	N/A	NM_001276379,NM_001276378;NM_001276379,NM_020347;NM_001276379,NR_075080	chr3:45864810-45870107
CAS	chr3:-:MAGI1:CAS:0	chr3	-	65376817:65377033	65372818:65372901	65369207:65369298	N/A	NM_001033057,NM_004742;NM_001033057,NM_015520	chr3:65369207-65377033
CAS	chr3:-:MASP1:CAS:0	chr3	-	187009416:187009810	187003613:187003844	186980331:186980508	N/A	NR_033519,NM_001031849;NR_033519,NM_001879;NR_033519,NM_139125	chr3:186980331-187009810
CAS	chr3:+:MBNL1:CAS:0	chr3	+	152132730:152132900	152150506:152150709	152163071:152163328	N/A	NM_207294,NM_021038;NM_207294,NM_207292;NM_207294,NM_207293;NM_207294,NM_207296;NM_207294,NM_207297;NM_207295,NM_021038;NM_207295,NM_207292;NM_207295,NM_207293;NM_207295,NM_207296;NM_207295,NM_207297	chr3:152132730-152163328
CAS	chr3:-:MCCC1:CAS:0	chr3	-	182756814:182756923	182755006:182755222	182751779:182751865	N/A	NR_120640,NM_001293273;NR_120640,NM_020166;NR_120640,NR_120639	chr3:182751779-182756923
CAS	chr3:-:MECOM:CAS:0	chr3	-	168830575:168830662	168825714:168825740	168819848:168820014	N/A	NM_001163999,NM_001105077;NM_001163999,NM_001105078;NM_001163999,NM_001205194;NM_001163999,NM_004991;NM_001163999,NM_005241;NM_001164000,NM_001105077;NM_001164000,NM_001105078;NM_001164000,NM_001205194;NM_001164000,NM_004991;NM_001164000,NM_005241	chr3:168819848-168830662
CAS	chr3:+:MFSD1:CAS:0	chr3	+	158541913:158542025	158542967:158543090	158543804:158543851	N/A	NM_001167903,NR_110328;NM_001289406,NR_110328;NM_001289407,NR_110328;NM_022736,NR_110328	chr3:158541913-158543851
CAS	chr3:-:MGLL:CAS:0	chr3	-	127439896:127440006	127429419:127429508	127413818:127414033	N/A	NM_001256585,NM_001003794;NM_001256585,NM_007283	chr3:127413818-127440006
CAS	chr3:+:MKRN2:CAS:0	chr3	+	12598513:12598675	12610374:12610502	12611570:12611751	N/A	NM_001271707,NM_014160	chr3:12598513-12611751
CAS	chr3:+:MLF1:CAS:0	chr3	+	158310223:158310370	158311171:158311215	158314651:158314734	N/A	NM_001130156,NM_001195432;NM_001130156,NM_001195434;NM_001130157,NM_001195432;NM_001130157,NM_001195434;NM_001195433,NM_001195432;NM_001195433,NM_001195434;NM_022443,NM_001195432;NM_022443,NM_001195434	chr3:158310223-158314734
CAS	chr3:+:MLF1:CAS:1	chr3	+	158314651:158314734	158315869:158315997	158317803:158317962	N/A	NM_001195433,NM_001130156;NM_001195433,NM_001130157;NM_001195433,NM_001195432;NM_001195433,NM_001195434;NM_001195433,NM_022443	chr3:158314651-158317962
CAS	chr3:+:MLH1:CAS:0	chr3	+	37048482:37048554	37050305:37050396	37053311:37053353	N/A	NM_001167619,NM_000249;NM_001167619,NM_001167617;NM_001167619,NM_001167618;NM_001167619,NM_001258271;NM_001167619,NM_001258273;NM_001167619,NM_001258274	chr3:37048482-37053353
CAS	chr3:-:MON1A:CAS:0	chr3	-	49950653:49950792	49948959:49949444	49947552:49948317	N/A	NM_001142501,NM_032355	chr3:49947552-49950792
CAS	chr3:-:MRPL47:CAS:0	chr3	-	179322315:179322434	179320440:179320585	179319518:179319578	N/A	NM_177988,NM_020409	chr3:179319518-179322434
CAS	chr3:-:MST1R:CAS:0	chr3	-	49933628:49933837	49933394:49933540	49933148:49933313	N/A	NM_001244937,NM_002447	chr3:49933148-49933837
CAS	chr3:+:MYNN:CAS:0	chr3	+	169501265:169501348	169502410:169502496	169504204:169507504	N/A	NM_001185119,NM_001185118;NM_001185119,NM_018657;NM_001185119,NR_033702;NM_001185119,NR_033703	chr3:169501265-169507504
CAS	chr3:+:NDUFB5:CAS:0	chr3	+	179334771:179334832	179336203:179336309	179341708:179342288	N/A	NM_001199958,NM_001199957;NM_001199958,NM_002492	chr3:179334771-179342288
CAS	chr3:+:NEK11:CAS:0	chr3	+	130745694:130745850	130746774:130746846	130748457:130748722	N/A	NM_001146003,NM_024800;NM_001146003,NM_145910	chr3:130745694-130748722
CAS	chr3:-:NEK4:CAS:0	chr3	-	52804670:52804965	52802354:52802620	52800194:52800391	N/A	NM_001193533,NM_003157	chr3:52800194-52804965
CAS	chr3:-:NGLY1:CAS:0	chr3	-	25770624:25770809	25761505:25761682	25760435:25761126	N/A	NM_001145295,NM_001145293;NM_001145295,NM_001145294;NM_001145295,NM_018297	chr3:25760435-25770809
CAS	chr3:+:NR1D2:CAS:0	chr3	+	24003468:24004096	24004715:24004821	24006468:24006653	N/A	NM_001145425,NR_110524;NM_005126,NR_110524	chr3:24003468-24006653
CAS	chr3:+:NR2C2:CAS:0	chr3	+	15045383:15045493	15046064:15046120	15055096:15055296	N/A	NM_001291694,NM_003298	chr3:15045383-15055296
CAS	chr3:+:OPA1:CAS:0	chr3	+	193336658:193336725	193343881:193343991	193349401:193349454	N/A	NM_015560,NM_130833;NM_015560,NM_130835;NM_015560,NM_130836;NM_015560,NM_130837;NM_130831,NM_130833;NM_130831,NM_130835;NM_130831,NM_130836;NM_130831,NM_130837;NM_130832,NM_130833;NM_130832,NM_130835;NM_130832,NM_130836;NM_130832,NM_130837;NM_130834,NM_130833;NM_130834,NM_130835;NM_130834,NM_130836;NM_130834,NM_130837	chr3:193336658-193349454
CAS	chr3:-:OSBPL10:CAS:0	chr3	-	31917925:31918004	31871532:31871723	31789402:31789612	N/A	NM_001174060,NM_017784	chr3:31789402-31918004
CAS	chr3:-:PARL:CAS:0	chr3	-	183562019:183562114	183560086:183560235	183558358:183558428	N/A	NM_001037639,NM_018622	chr3:183558358-183562114
CAS	chr3:-:PCBP4:CAS:0	chr3	-	51994205:51994336	51993911:51994039	51993593:51993667	N/A	NM_020418,NM_001174100;NM_020418,NM_033008;NM_020418,NM_033010	chr3:51993593-51994336
CAS	chr3:+:PCCB:CAS:0	chr3	+	135975397:135975465	135978018:135978077	135979321:135979377	N/A	NM_000532,NM_001178014	chr3:135975397-135979377
CAS	chr3:+:PDIA5:CAS:0	chr3	+	122843119:122843190	122849327:122849463	122864369:122864439	N/A	NR_028444,NM_006810	chr3:122843119-122864439
CAS	chr3:-:PEX5L:CAS:0	chr3	-	179605461:179605572	179597717:179597911	179593142:179593265	N/A	NM_001256755,NM_001256750;NM_001256755,NM_001256751;NM_001256755,NM_001256752;NM_001256755,NM_001256753;NM_001256755,NM_001256754;NM_001256755,NM_001256756;NM_001256755,NM_016559	chr3:179593142-179605572
CAS	chr3:+:PHF7:CAS:0	chr3	+	52455664:52455770	52456238:52456354	52456776:52456897	N/A	NM_001278221,NM_016483	chr3:52455664-52456897
CAS	chr3:+:PHLDB2:CAS:0	chr3	+	111639129:111639266	111651116:111651244	111658322:111658477	N/A	NM_001134437,NM_001134438;NM_001134437,NM_001134439;NM_145753,NM_001134438;NM_145753,NM_001134439	chr3:111639129-111658477
CAS	chr3:+:PIGX:CAS:0	chr3	+	196454794:196455007	196455573:196455626	196457863:196457963	N/A	NM_017861,NM_001166304	chr3:196454794-196457963
CAS	chr3:-:PLCH1:CAS:0	chr3	-	155203145:155203499	155201138:155201165	155197671:155200840	N/A	NM_001130960,NM_001130961;NM_014996,NM_001130961	chr3:155197671-155203499
CAS	chr3:-:PLCH1:CAS:1	chr3	-	155205817:155205896	155203936:155203995	155203145:155203499	N/A	NM_014996,NM_001130960;NM_014996,NM_001130961	chr3:155203145-155205896
CAS	chr3:+:PLCXD2:CAS:0	chr3	+	111432734:111432975	111451466:111451550	111564668:111565294	N/A	NM_153268,NM_001185106	chr3:111432734-111565294
CAS	chr3:-:PLD1:CAS:0	chr3	-	171405161:171405374	171404475:171404588	171395356:171395484	N/A	NM_001130081,NM_002662	chr3:171395356-171405374
CAS	chr3:-:PLOD2:CAS:0	chr3	-	145796903:145797044	145795649:145795711	145794569:145794682	N/A	NM_000935,NM_182943	chr3:145794569-145797044
CAS	chr3:-:POC1A:CAS:0	chr3	-	52156395:52156493	52130585:52130728	52109249:52110001	N/A	NM_001161580,NM_001161581;NM_001161580,NM_015426	chr3:52109249-52156493
CAS	chr3:+:PPM1M:CAS:0	chr3	+	52280711:52280828	52280990:52281244	52281698:52281810	N/A	NM_001122870,NM_144641	chr3:52280711-52281810
CAS	chr3:+:PRKCD:CAS:0	chr3	+	53195223:53195444	53199120:53199231	53212420:53212553	N/A	NM_212539,NM_006254	chr3:53195223-53212553
CAS	chr3:-:PROK2:CAS:0	chr3	-	71830618:71830743	71823596:71823658	71820806:71821979	N/A	NM_021935,NM_001126128	chr3:71820806-71830743
CAS	chr3:+:PXYLP1:CAS:0	chr3	+	140978965:140979096	140981085:140981182	140997184:140997342	N/A	NM_001037172,NM_001282728;NM_152282,NM_001282728	chr3:140978965-140997342
CAS	chr3:-:QRICH1:CAS:0	chr3	-	49131345:49131504	49129830:49129889	49114142:49114471	N/A	NM_198880,NM_017730	chr3:49114142-49131504
CAS	chr3:-:RAB43:CAS:0	chr3	-	128813829:128814012	128811343:128811436	128806412:128810189	N/A	NM_001204883,NM_001204887;NM_001204884,NM_001204887;NM_001204885,NM_001204887;NM_001204886,NM_001204887;NM_001204888,NM_001204887;NM_198490,NM_001204887	chr3:128806412-128814012
CAS	chr3:+:RARB:CAS:0	chr3	+	25542673:25542814	25611249:25611409	25622037:25622213	N/A	NR_110892,NM_000965;NR_110892,NM_001290216;NR_110892,NM_001290217;NR_110892,NM_001290266;NR_110892,NM_001290276;NR_110892,NM_001290277;NR_110892,NM_001290300;NR_110892,NM_016152;NR_110892,NR_110893	chr3:25542673-25622213
CAS	chr3:+:RBM5:CAS:0	chr3	+	50137415:50137484	50137965:50138038	50140516:50140599	N/A	NR_036627,NM_005778	chr3:50137415-50140599
CAS	chr3:+:RBMS3:CAS:0	chr3	+	29910349:29910455	29922270:29922308	29925653:29925699	N/A	NM_001003792,NM_001177712;NM_001003793,NM_001177712;NM_001177711,NM_001177712;NM_014483,NM_001177712	chr3:29910349-29925699
CAS	chr3:+:RBMS3:CAS:1	chr3	+	29938870:29938966	29941196:29941246	29977577:29977687	N/A	NM_001003792,NM_001003793;NM_001003792,NM_001177711;NM_001003792,NM_001177712;NM_001003792,NM_014483	chr3:29938870-29977687
CAS	chr3:+:RBMS3:CAS:2	chr3	+	29977577:29977687	29985698:29985745	30029634:30029714	N/A	NM_001177711,NM_001003792;NM_001177711,NM_001003793;NM_001177712,NM_001003792;NM_001177712,NM_001003793;NM_014483,NM_001003792;NM_014483,NM_001003793	chr3:29977577-30029714
